"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","Province_name","ws_method","ws_area_unit","ws_rate","seed_rate_duration","pre_area_unit","pre_rate","certified","rice_name","KYDIEUTRA","Region","ws_rate_ha","pre_rate_ha"
"3828",94,946,31663,7,14,31663007014,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",22,2,"Cong Tam Cat (1300m2)",25,1,"OM 18",1,"6_MRD",169.230769230769,192.307692307692
"3829",94,946,31663,7,15,31663007015,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,99,NA,NA,2,"đài thơm 8",1,"6_MRD",150,NA
"3830",94,951,31681,10,10,31681010010,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",16,99,NA,NA,2,"đài thơm 8",1,"6_MRD",123.076923076923,NA
"3831",94,951,31681,10,12,31681010012,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",17,7,"Cong Tam Cat (1300m2)",20,2,"ST tím",1,"6_MRD",130.769230769231,153.846153846154
"3832",94,951,31687,1,1,31687001001,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,10,"Cong Tam Cat (1300m2)",25,1,"ST25",1,"6_MRD",153.846153846154,192.307692307692
"3833",94,951,31687,1,4,31687001004,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,25,NA,NA,1,"ST25",1,"6_MRD",200,NA
"3834",94,951,31687,1,5,31687001005,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,10,"Cong Tam Cat (1300m2)",25,1,"ST25",1,"6_MRD",153.846153846154,192.307692307692
"3835",94,951,31687,1,9,31687001009,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",25,8,"Cong Tam Cat (1300m2)",20,1,"ST25",1,"6_MRD",192.307692307692,153.846153846154
"3836",94,951,31687,1,10,31687001010,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,2,"Cong Tam Cat (1300m2)",25,1,"ST25",1,"6_MRD",153.846153846154,192.307692307692
"3837",94,951,31687,1,12,31687001012,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,1,"Cong Tam Cat (1300m2)",30,1,"ST25",1,"6_MRD",153.846153846154,230.769230769231
"3838",94,951,31687,1,13,31687001013,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,8,"Cong Tam Cat (1300m2)",25,1,"ST25",1,"6_MRD",153.846153846154,192.307692307692
"3839",94,947,31690,3,1,31690003001,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",22,1,"OM576",1,"6_MRD",180,220
"3840",94,947,31690,3,2,31690003002,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"PC10",1,"6_MRD",180,200
"3841",94,947,31690,3,3,31690003003,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"PC10",1,"6_MRD",180,200
"3842",94,947,31690,3,7,31690003007,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",21,1,"PC10",1,"6_MRD",180,210
"3843",94,947,31690,3,9,31690003009,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"PC 10",1,"6_MRD",180,200
"3844",94,947,31690,3,11,31690003011,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"PC10",1,"6_MRD",180,200
"3845",94,947,31690,3,12,31690003012,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"OM576",1,"6_MRD",180,200
"3846",94,947,31690,3,13,31690003013,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"PC10",1,"6_MRD",180,200
"3847",94,951,31702,8,2,31702008002,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,5,"Cong Tam Cat (1300m2)",25,1,"ST25",1,"6_MRD",153.846153846154,192.307692307692
"3848",94,951,31702,8,5,31702008005,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,4,"Cong Tam Cat (1300m2)",25,1,"ST25",1,"6_MRD",153.846153846154,192.307692307692
"3849",94,951,31702,8,6,31702008006,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,4,"Cong Tam Cat (1300m2)",25,1,"ST25",1,"6_MRD",153.846153846154,192.307692307692
"3850",94,951,31702,8,7,31702008007,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,2,"Cong Tam Cat (1300m2)",25,1,"ST25",1,"6_MRD",153.846153846154,192.307692307692
"3851",94,951,31702,8,8,31702008008,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,4,"Cong Tam Cat (1300m2)",25,1,"ST25",1,"6_MRD",153.846153846154,192.307692307692
"3852",94,951,31702,8,9,31702008009,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,4,"Cong Tam Cat (1300m2)",25,1,"Giống lúa lai nhật",1,"6_MRD",153.846153846154,192.307692307692
"3853",94,951,31702,8,10,31702008010,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,5,"Cong Tam Cat (1300m2)",22,1,"ST25",1,"6_MRD",153.846153846154,169.230769230769
"3854",94,951,31702,8,16,31702008016,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",15,3,"Cong Tam Cat (1300m2)",25,1,"ST25",1,"6_MRD",115.384615384615,192.307692307692
"3855",94,951,31705,8,1,31705008001,"Tinh Soc Trang",2,"Cong Tam Cat (1300m2)",25,5,"Cong Tam Cat (1300m2)",20,1,"ST 25",1,"6_MRD",192.307692307692,153.846153846154
"3856",94,951,31705,8,2,31705008002,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",20,4,"Cong Tam Cat (1300m2)",20,3,"đài thơm 8",1,"6_MRD",153.846153846154,153.846153846154
"3857",94,951,31705,8,5,31705008005,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",18,6,"Cong Tam Cat (1300m2)",20,2,"ST25",1,"6_MRD",138.461538461538,153.846153846154
"3858",94,951,31705,8,6,31705008006,"Tinh Soc Trang",2,"Cong Tam Cat (1300m2)",25,6,"Cong Tam Cat (1300m2)",22,1,"Lúa Tím",1,"6_MRD",192.307692307692,169.230769230769
"3859",94,951,31705,8,7,31705008007,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",18,2,"Cong Tam Cat (1300m2)",20,1,"st25",1,"6_MRD",138.461538461538,153.846153846154
"3860",94,951,31705,8,8,31705008008,"Tinh Soc Trang",2,"Cong Tam Cat (1300m2)",25,6,"Cong Tam Cat (1300m2)",20,1,"ST 25",1,"6_MRD",192.307692307692,153.846153846154
"3861",94,951,31705,8,9,31705008009,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",16,5,"Cong Tam Cat (1300m2)",18,1,"st25",1,"6_MRD",123.076923076923,138.461538461538
"3862",94,951,31705,8,12,31705008012,"Tinh Soc Trang",2,"Cong Tam Cat (1300m2)",25,8,"Cong Tam Cat (1300m2)",22,1,"ST 25",1,"6_MRD",192.307692307692,169.230769230769
"3863",94,951,31705,8,13,31705008013,"Tinh Soc Trang",1,"Cong Tam Cat (1300m2)",17,99,NA,NA,2,"st tím",1,"6_MRD",130.769230769231,NA
"3864",94,951,31705,8,14,31705008014,"Tinh Soc Trang",2,"Cong Tam Cat (1300m2)",25,6,"Cong Tam Cat (1300m2)",20,1,"ST 25",1,"6_MRD",192.307692307692,153.846153846154
"3866",94,950,31801,30,4,31801030004,"Tinh Soc Trang",5,"Cong Tam Cat (1300m2)",10,1,"Cong Tam Cat (1300m2)",12,1,"st25",1,"6_MRD",76.9230769230769,92.3076923076923
"3867",94,950,31801,30,12,31801030012,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,3,"st24",1,"6_MRD",200,NA
"3868",94,950,31801,30,13,31801030013,"Tinh Soc Trang",5,"Cong Tam Cat (1300m2)",30,99,NA,NA,1,"st24",1,"6_MRD",230.769230769231,NA
"3869",94,950,31801,30,15,31801030015,"Tinh Soc Trang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,3,"st24",1,"6_MRD",200,NA
"3870",95,956,31864,11,3,31864011003,"Tinh Bac Lieu",1,"Cong Tam Cat (1300m2)",8,5,"Cong Tam Cat (1300m2)",10,1,"1 bụi",1,"6_MRD",61.5384615384615,76.9230769230769
"3871",95,956,31864,11,9,31864011009,"Tinh Bac Lieu",1,"Cong Tam Cat (1300m2)",8,10,"Cong Tam Cat (1300m2)",10,1,"một bụi",1,"6_MRD",61.5384615384615,76.9230769230769
"3872",95,956,31864,11,12,31864011012,"Tinh Bac Lieu",1,NA,100,5,"Cong Tam Cat (1300m2)",8,1,"một bụi đỏ",1,"6_MRD",48.3091787439613,61.5384615384615
"3873",95,957,31873,13,4,31873013004,"Tinh Bac Lieu",1,"Cong Tam Cat (1300m2)",20,3,"Cong Tam Cat (1300m2)",20,1,"ST24",1,"6_MRD",153.846153846154,153.846153846154
"3874",95,957,31873,13,7,31873013007,"Tinh Bac Lieu",1,"Cong Tam Cat (1300m2)",20,2,"Cong Tam Cat (1300m2)",20,1,"ST24",1,"6_MRD",153.846153846154,153.846153846154
"3875",95,957,31873,13,11,31873013011,"Tinh Bac Lieu",1,"Cong Tam Cat (1300m2)",20,8,"Cong Tam Cat (1300m2)",20,1,"đài thơm 8",1,"6_MRD",153.846153846154,153.846153846154
"3876",95,957,31873,13,12,31873013012,"Tinh Bac Lieu",1,"Cong Tam Cat (1300m2)",22,5,"Cong Tam Cat (1300m2)",22,1,"đài thơm 8",1,"6_MRD",169.230769230769,169.230769230769
"3877",95,957,31873,13,14,31873013014,"Tinh Bac Lieu",1,"Cong Tam Cat (1300m2)",25,6,"Cong Tam Cat (1300m2)",25,1,"đài thơm 8",1,"6_MRD",192.307692307692,192.307692307692
"3878",95,957,31873,13,15,31873013015,"Tinh Bac Lieu",1,"Cong Tam Cat (1300m2)",30,6,"Cong Tam Cat (1300m2)",30,1,"đài thơm 8",1,"6_MRD",230.769230769231,230.769230769231
"3879",95,957,31885,6,14,31885006014,"Tinh Bac Lieu",1,"Cong Tam Cat (1300m2)",8,3,"Cong Tam Cat (1300m2)",8,1,"bột bụi đỏ",1,"6_MRD",61.5384615384615,61.5384615384615
"3880",95,957,31885,6,15,31885006015,"Tinh Bac Lieu",1,"Cong Tam Cat (1300m2)",8,3,"Cong Tam Cat (1300m2)",8,1,"bột bụi đỏ",1,"6_MRD",61.5384615384615,61.5384615384615
"3881",95,961,31915,9,6,31915009006,"Tinh Bac Lieu",6,"Cong Tam Cat (1300m2)",15,3,"m2",12,1,"đài thơm 8",1,"6_MRD",115.384615384615,92.3076923076923
"3882",95,961,31915,9,7,31915009007,"Tinh Bac Lieu",3,"Cong Tam Cat (1300m2)",15,4,"m2",15,1,"đài thơm 8",1,"6_MRD",115.384615384615,115.384615384615
"3883",95,961,31915,9,9,31915009009,"Tinh Bac Lieu",3,"Cong Tam Cat (1300m2)",16,5,"m2",16,1,"đài thơm 8",1,"6_MRD",123.076923076923,123.076923076923
"3884",95,961,31915,9,10,31915009010,"Tinh Bac Lieu",4,"Cong Tam Cat (1300m2)",15,3,"m2",12,1,"đài thơm 8",1,"6_MRD",115.384615384615,92.3076923076923
"3885",95,961,31915,9,12,31915009012,"Tinh Bac Lieu",6,"Cong Tam Cat (1300m2)",15,4,"m2",15,1,"đài thơm 8",1,"6_MRD",115.384615384615,115.384615384615
"3886",95,961,31915,9,16,31915009016,"Tinh Bac Lieu",6,NA,75,3,"m2",80,1,"nàng hoa 9",1,"6_MRD",115.384615384615,NA
"3889",96,966,32044,12,4,32044012004,"Tinh Ca Mau",99,"m2",0,0,"m2",0,99,"0",1,"6_MRD",0,0
"3891",96,967,32086,12,2,32086012002,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",19,2,"Cong Tam Cat (1300m2)",32,1,"ST24",1,"6_MRD",146.153846153846,246.153846153846
"3892",96,967,32086,12,3,32086012003,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",15,10,"Cong Tam Cat (1300m2)",15,1,"Đài 08",1,"6_MRD",115.384615384615,115.384615384615
"3893",96,967,32086,12,4,32086012004,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",20,5,"Cong Tam Cat (1300m2)",0,1,"OM5451",1,"6_MRD",153.846153846154,0
"3894",96,967,32086,12,6,32086012006,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",15,15,"Cong Tam Cat (1300m2)",0,1,"OM5451",1,"6_MRD",115.384615384615,0
"3895",96,967,32086,12,7,32086012007,"Tinh Ca Mau",4,"Cong Tam Cat (1300m2)",20,5,"Cong Tam Cat (1300m2)",22,1,"5451",1,"6_MRD",153.846153846154,169.230769230769
"3896",96,967,32086,12,8,32086012008,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",15,30,NA,NA,1,"Đài thơm 8",1,"6_MRD",115.384615384615,NA
"3897",96,967,32086,12,10,32086012010,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",15,15,"Cong Tam Cat (1300m2)",20,1,"OM18",1,"6_MRD",115.384615384615,153.846153846154
"3898",96,967,32086,12,13,32086012013,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",10,2,"Cong Tam Cat (1300m2)",15,1,"ST24",1,"6_MRD",76.9230769230769,115.384615384615
"3899",96,968,32110,16,1,32110016001,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,4,"Cong Tam Cat (1300m2)",18,2,"Đài Thơm 8",1,"6_MRD",138.461538461538,138.461538461538
"3900",96,968,32110,16,2,32110016002,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,4,"Cong Tam Cat (1300m2)",18,2,"Đài thơm 8",1,"6_MRD",138.461538461538,138.461538461538
"3901",96,968,32110,16,3,32110016003,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,4,"Cong Tam Cat (1300m2)",18,2,"Đài Thơm 8",1,"6_MRD",138.461538461538,138.461538461538
"3902",96,968,32110,16,4,32110016004,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,4,"Cong Tam Cat (1300m2)",18,2,"Đài thơm 8",1,"6_MRD",138.461538461538,138.461538461538
"3903",96,968,32110,16,5,32110016005,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,4,"Don't know",18,2,"Đài thơm 8",1,"6_MRD",138.461538461538,NA
"3904",96,968,32110,16,6,32110016006,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",16,4,"Cong Tam Cat (1300m2)",18,2,"Đài thơm 8",1,"6_MRD",123.076923076923,138.461538461538
"3905",96,968,32110,16,7,32110016007,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,4,"Cong Tam Cat (1300m2)",18,1,"Đài thơm 8",1,"6_MRD",138.461538461538,138.461538461538
"3906",96,968,32110,16,8,32110016008,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,1,"Cong Tam Cat (1300m2)",18,1,"đài thơm 8",1,"6_MRD",138.461538461538,138.461538461538
"3907",96,968,32110,16,9,32110016009,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,1,"Cong Tam Cat (1300m2)",18,1,"Đài thơm 8",1,"6_MRD",138.461538461538,138.461538461538
"3908",96,968,32110,16,10,32110016010,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,1,"Cong Tam Cat (1300m2)",18,1,"Đài thơm 8",1,"6_MRD",138.461538461538,138.461538461538
"3909",96,968,32110,16,11,32110016011,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,1,"m2",18,1,"Đài thơm 8",1,"6_MRD",138.461538461538,138.461538461538
"3910",96,968,32110,16,12,32110016012,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,1,"Cong Tam Cat (1300m2)",18,1,"Đài thợm 8",1,"6_MRD",138.461538461538,138.461538461538
"3911",96,968,32110,16,15,32110016015,"Tinh Ca Mau",1,"Cong Tam Cat (1300m2)",18,1,"Cong Tam Cat (1300m2)",18,1,"Đài thơm 8",1,"6_MRD",138.461538461538,138.461538461538
"3912",1,16,403,11,1,403011001,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",2,9,"Sao Bac Bo (360m2)",2,1,"tbr225",2,"1_RRD",55.5555555555556,55.5555555555556
"3913",1,16,403,11,2,403011002,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",2,8,"Sao Bac Bo (360m2)",2,1,"j02",2,"1_RRD",55.5555555555556,55.5555555555556
"3914",1,16,403,11,3,403011003,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",2,10,"Sao Bac Bo (360m2)",2,1,"tbr225",2,"1_RRD",55.5555555555556,55.5555555555556
"3915",1,16,403,11,4,403011004,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",2,9,"Sao Bac Bo (360m2)",2,1,"j02",2,"1_RRD",55.5555555555556,55.5555555555556
"3916",1,16,403,11,5,403011005,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",1.6,10,"Sao Bac Bo (360m2)",1.6,1,"TBR225",2,"1_RRD",44.4444444444444,44.4444444444444
"3917",1,16,403,11,6,403011006,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",1.4,10,"Sao Bac Bo (360m2)",1.4,1,"Hd10",2,"1_RRD",38.8888888888889,38.8888888888889
"3918",1,16,403,11,7,403011007,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",1.5,10,"Sao Bac Bo (360m2)",1.8,1,"TBR225",2,"1_RRD",41.6666666666667,50
"3919",1,16,403,11,8,403011008,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",1.2,99,NA,NA,1,"TBR225",2,"1_RRD",33.3333333333333,NA
"3920",1,16,403,11,9,403011009,"Thanh pho Ha Noi",5,"Sao Bac Bo (360m2)",1.5,5,"Sao Trung Bo (500m2)",2,1,"BC15",2,"1_RRD",41.6666666666667,40
"3921",1,16,403,11,10,403011010,"Thanh pho Ha Noi",5,"Sao Bac Bo (360m2)",1.5,5,"Sao Bac Bo (360m2)",1.5,1,"bc15",2,"1_RRD",41.6666666666667,41.6666666666667
"3922",1,16,403,11,12,403011012,"Thanh pho Ha Noi",5,"Sao Bac Bo (360m2)",1.5,1,"Sao Bac Bo (360m2)",1.5,1,"225",2,"1_RRD",41.6666666666667,41.6666666666667
"3923",1,16,439,1,2,439001002,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",2,8,"Sao Bac Bo (360m2)",2,1,"TBR225",2,"1_RRD",55.5555555555556,55.5555555555556
"3924",1,16,439,1,3,439001003,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",1.6,10,"Sao Bac Bo (360m2)",1.6,1,"TBR225",2,"1_RRD",44.4444444444444,44.4444444444444
"3925",1,16,439,1,6,439001006,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",2,8,"Sao Bac Bo (360m2)",2,1,"tbr225",2,"1_RRD",55.5555555555556,55.5555555555556
"3926",1,16,439,1,7,439001007,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",1.5,9,"Sao Bac Bo (360m2)",1.5,1,"HDT11",2,"1_RRD",41.6666666666667,41.6666666666667
"3927",1,16,439,1,10,439001010,"Thanh pho Ha Noi",5,"Sao Bac Bo (360m2)",2,8,"Sao Bac Bo (360m2)",2,1,"TBR225",2,"1_RRD",55.5555555555556,55.5555555555556
"3928",1,16,439,1,11,439001011,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",1.4,12,"Sao Bac Bo (360m2)",1.4,1,"TBR225",2,"1_RRD",38.8888888888889,38.8888888888889
"3929",1,16,439,1,14,439001014,"Thanh pho Ha Noi",4,"Sao Bac Bo (360m2)",2,15,"Sao Bac Bo (360m2)",2,1,"TBR225",2,"1_RRD",55.5555555555556,55.5555555555556
"3930",1,20,649,81,9,649081009,"Thanh pho Ha Noi",5,"Sao Bac Bo (360m2)",1,8,"Sao Bac Bo (360m2)",1,1,"thiên ưu 8",2,"1_RRD",27.7777777777778,27.7777777777778
"3931",2,26,724,2,4,724002004,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",3,99,NA,NA,99,"0",2,"2_NMMA",83.3333333333333,NA
"3932",2,28,820,21,1,820021001,"Tinh Ha Giang",5,"m2",0,3,"m2",0,1,"Việt lai 20",2,"2_NMMA",0,0
"3933",2,28,820,21,2,820021002,"Tinh Ha Giang",5,"m2",0.01,10,"m2",0.01,1,"việt lai",2,"2_NMMA",100,100
"3934",2,28,820,21,5,820021005,"Tinh Ha Giang",5,"m2",0.03,6,"m2",0.04,1,"việt lai",2,"2_NMMA",300,NA
"3935",2,28,820,21,11,820021011,"Tinh Ha Giang",5,"m2",0.03,99,NA,NA,1,"Việt lai",2,"2_NMMA",300,NA
"3949",2,29,889,4,1,889004001,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,1,"Sao Bac Bo (360m2)",1,1,"San ưu",2,"2_NMMA",27.7777777777778,27.7777777777778
"3950",2,29,889,4,2,889004002,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"cương ưu",2,"2_NMMA",27.7777777777778,27.7777777777778
"3951",2,29,889,4,4,889004004,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"CP15",2,"2_NMMA",27.7777777777778,27.7777777777778
"3952",2,29,889,4,5,889004005,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",1,2,"m2",1,1,"Nhị ưu 725",2,"2_NMMA",27.7777777777778,27.7777777777778
"3953",2,29,889,4,6,889004006,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"Cp15",2,"2_NMMA",27.7777777777778,27.7777777777778
"3954",2,29,889,4,7,889004007,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"san ưu",2,"2_NMMA",27.7777777777778,27.7777777777778
"3955",2,29,889,4,8,889004008,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"CP 15",2,"2_NMMA",27.7777777777778,27.7777777777778
"3956",2,29,889,4,9,889004009,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"nhị ưu",2,"2_NMMA",27.7777777777778,27.7777777777778
"3957",2,29,889,4,10,889004010,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"Đắc ưu",2,"2_NMMA",27.7777777777778,27.7777777777778
"3958",2,29,889,4,11,889004011,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"Cương ưu",2,"2_NMMA",27.7777777777778,27.7777777777778
"3959",2,29,889,4,12,889004012,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"Cương ưu",2,"2_NMMA",27.7777777777778,27.7777777777778
"3960",2,29,889,4,13,889004013,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,1,"Sao Bac Bo (360m2)",1,1,"Đắc ưu",2,"2_NMMA",27.7777777777778,27.7777777777778
"3961",2,29,889,4,14,889004014,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"CP15",2,"2_NMMA",27.7777777777778,27.7777777777778
"3962",2,29,889,4,15,889004015,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",1,2,"Sao Bac Bo (360m2)",1,1,"Nhị ưu",2,"2_NMMA",27.7777777777778,27.7777777777778
"3963",2,30,958,5,1,958005001,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,2,"nhị ưu",2,"2_NMMA",55.5555555555556,NA
"3964",2,30,958,5,2,958005002,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,2,"nhị ưu",2,"2_NMMA",55.5555555555556,NA
"3965",2,30,958,5,3,958005003,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,3,"bào thai",2,"2_NMMA",55.5555555555556,NA
"3966",2,30,958,5,4,958005004,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",3,99,NA,NA,2,"nhị ưu",2,"2_NMMA",83.3333333333333,NA
"3967",2,30,958,5,5,958005005,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",3,99,NA,NA,2,"nhị ưu",2,"2_NMMA",83.3333333333333,NA
"3968",2,30,958,5,6,958005006,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,99,"nhị ưu",2,"2_NMMA",55.5555555555556,NA
"3969",2,30,958,5,7,958005007,"Tinh Ha Giang",4,"Sao Trung Bo (500m2)",2,99,NA,NA,2,"nhị ưu",2,"2_NMMA",40,NA
"3970",2,30,958,5,8,958005008,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,2,"nhị ưu",2,"2_NMMA",55.5555555555556,NA
"3971",2,30,958,5,9,958005009,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,2,"nhị ưu",2,"2_NMMA",55.5555555555556,NA
"3972",2,30,958,5,10,958005010,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,2,"nhị ưu",2,"2_NMMA",55.5555555555556,NA
"3973",2,30,958,5,11,958005011,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,2,"nhị ưu",2,"2_NMMA",55.5555555555556,NA
"3974",2,30,958,5,12,958005012,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,2,"nhị ưu",2,"2_NMMA",55.5555555555556,NA
"3975",2,30,958,5,13,958005013,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2.5,99,NA,NA,2,"nhị ưu",2,"2_NMMA",69.4444444444444,NA
"3976",2,30,958,5,14,958005014,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,2,"nhị ưu",2,"2_NMMA",55.5555555555556,NA
"3977",2,30,958,5,15,958005015,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,2,"nhị ưu",2,"2_NMMA",55.5555555555556,NA
"3979",2,30,979,12,2,979012002,"Tinh Ha Giang",4,"Sao Bac Bo (360m2)",2,99,NA,NA,2,"nhị ưu",2,"2_NMMA",55.5555555555556,NA
"3980",2,30,979,12,3,979012003,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",3,99,NA,NA,2,"san ưu",2,"2_NMMA",83.3333333333333,NA
"3981",2,30,979,12,4,979012004,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",3,99,NA,NA,99,"san ưu",2,"2_NMMA",83.3333333333333,NA
"3982",2,30,979,12,5,979012005,"Tinh Ha Giang",5,"Sao Bac Bo (360m2)",3,99,NA,NA,2,"san ưu",2,"2_NMMA",83.3333333333333,NA
