"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","M4B11A2_C1","M4B11A2_C2A","M4B11A2_C2B","M4B11A2_C3","M4B11A2_C4A","M4B11A2_C4B","M4B11A2_C5","M4B11A2_C6","M4B11A3_C1","M4B11A3_C2","M4B11A3_C2B","M4B11A4_C1","M4B11A5_C1","M4B11A5_C1_GHIRO","M4B11A5_C3","M4B11A5_C4","M4B11A5_C5","M4B11A6_C1","M4B11A6_C21","M4B11A6_C22","M4B11A6_C23","M4B11A6_C24","M4B11A6_C24_GHIRO","M4B11A6_C3","M4B11A6_C4","M4B11A6_C4_GHIRO","M4B11A6_C5","M4B11A6_C6","M4B11A6_C7","M4B11A7_C11","M4B11A7_C12","M4B11A7_C13","M4B11A7_C14","KYDIEUTRA"
"3489","72","712","25729","001","008","25729001008",3,1,180,15,1,180,1,"OM18",3,2,NA,2,3,NA,99,2,2,3,1,2,2,2,NA,16,8,NA,NA,1,1,99,99,99,99,1
"3490","72","712","25729","001","013","25729001013",3,1,220,99,NA,NA,1,"0M5451",3,3,NA,2,3,NA,99,2,2,3,1,2,2,2,NA,15,8,NA,NA,2,1,99,99,99,99,1
"3491","77","750","26590","013","006","26590013006",6,4,3,5,4,3,1,"OM4900",2,2,NA,2,1,NA,1,NA,0,3,1,2,2,2,NA,5,2,NA,NA,2,2,2,2,1,1,1
"3492","77","750","26590","013","007","26590013007",6,4,2,10,4,2,1,"OM4900",1,1,NA,1,1,NA,1,NA,0,3,1,2,2,2,NA,10,2,NA,NA,2,2,1,1,1,2,1
"3493","77","750","26590","013","013","26590013013",6,4,2,10,4,2,1,"OM4900",1,1,NA,1,1,NA,1,NA,0,3,1,2,2,2,NA,10,2,NA,NA,2,2,2,2,1,1,1
"3494","79","783","27511","022","010","27511022010",1,4,20,99,NA,NA,1,"OM5451",4,4,NA,3,3,NA,2,2,1,2,1,2,2,2,NA,7,8,NA,NA,2,1,1,1,1,1,1
"3495","80","794","27703","005","006","27703005006",1,4,15,2,4,10,1,"đài thơm 8",8,6,NA,5,5,"kênh mương",2,NA,2,3,1,2,2,2,NA,9,8,NA,NA,1,1,2,2,2,2,1
"3496","80","794","27703","005","008","27703005008",6,4,20,10,4,20,1,"ST24",7,4,NA,4,3,NA,2,2,3,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,1
"3497","80","794","27703","005","010","27703005010",3,4,13,9,99,0,1,"ST24",8,5,NA,4,5,"kênh mương",2,NA,3,3,1,2,2,2,NA,9,8,NA,NA,1,1,2,2,2,2,1
"3498","80","799","27847","004","001","27847004001",3,4,18,4,4,19,1,"Nếp 4625",8,5,NA,3,2,NA,2,NA,3,3,1,2,2,2,NA,11,8,NA,NA,1,1,1,2,2,2,1
"3499","80","799","27847","004","005","27847004005",1,4,18,3,4,17,1,"Nếp",8,5,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,7,8,NA,NA,1,1,2,2,2,2,1
"3500","80","799","27847","004","007","27847004007",3,4,14,5,4,18,1,"Nếp 4625",7,5,NA,3,2,NA,2,NA,3,3,1,2,2,2,NA,8,8,NA,NA,1,1,1,2,2,2,1
"3501","80","799","27847","004","008","27847004008",3,4,18,2,4,20,1,"Nếp 4625",8,5,NA,3,2,NA,2,NA,3,3,1,2,2,2,NA,10,8,NA,NA,1,1,1,2,1,2,1
"3502","80","799","27847","004","009","27847004009",1,4,18,4,4,17,1,"Nếp",5,3,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,13,8,NA,NA,1,1,2,2,2,2,1
"3503","80","799","27847","004","011","27847004011",1,4,18,8,4,20,1,"Nàng hoa 9",5,4,NA,4,3,NA,2,2,3,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,1
"3504","80","799","27847","004","017","27847004017",3,4,16,20,NA,NA,1,"OM18",7,3,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,8,8,NA,NA,1,1,1,1,1,1,1
"3505","80","799","27853","004","001","27853004001",3,4,16,20,NA,NA,1,"OM4900",7,4,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,10,8,NA,NA,1,1,1,99,1,99,1
"3506","80","799","27853","004","003","27853004003",1,4,15,3,4,18,1,"Om 4900",7,5,NA,3,3,NA,2,2,4,3,1,2,2,2,NA,12,8,NA,NA,1,1,2,2,2,2,1
"3507","80","799","27853","004","004","27853004004",3,4,16,20,NA,NA,1,"Nếp",6,2,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,12,8,NA,NA,1,1,1,1,1,1,1
"3508","80","799","27853","004","007","27853004007",3,4,16,20,NA,NA,1,"OM4900",4,4,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,10,8,NA,NA,1,1,1,2,1,99,1
"3509","80","799","27853","004","009","27853004009",1,4,16,6,4,19,1,"Nếp",6,4,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,15,8,NA,NA,1,1,2,2,2,2,1
"3510","80","799","27853","004","012","27853004012",1,4,18,8,4,16,1,"Nếp",5,3,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,14,8,NA,NA,1,1,2,2,2,2,1
"3511","80","799","27853","004","013","27853004013",3,4,15,22,NA,NA,1,"OM18",6,4,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,12,8,NA,NA,1,1,1,99,1,2,1
"3512","80","799","27853","004","014","27853004014",3,4,150,3,4,180,2,"Nếp 4625",8,5,NA,3,2,NA,2,NA,3,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,1
"3513","80","799","27853","004","015","27853004015",1,4,16,9,4,20,1,"Nếp",6,4,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,13,8,NA,NA,1,1,2,2,2,2,1
"3514","80","799","27862","007","002","27862007002",1,4,18,5,4,20,1,"OM 18",6,4,NA,3,3,NA,2,2,4,3,1,2,2,2,NA,14,8,NA,NA,1,1,2,2,1,2,1
"3515","80","799","27862","007","003","27862007003",1,4,16,2,4,18,1,"OM 18",6,4,NA,3,3,NA,2,2,4,3,1,2,2,2,NA,13,8,NA,NA,1,1,2,2,2,99,1
"3516","80","799","27862","007","005","27862007005",3,4,16,12,4,15,1,"Nếp",7,3,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,14,8,NA,NA,1,4,1,1,1,1,1
"3517","80","799","27862","007","006","27862007006",3,4,160,5,4,18,1,"Đài thơm 8",8,5,NA,3,2,NA,2,NA,4,3,1,2,2,2,NA,10,8,NA,NA,1,1,1,2,2,2,1
"3518","80","799","27862","007","008","27862007008",3,4,16,10,4,16,1,"OM4900",4,4,NA,3,3,NA,2,2,3,3,1,2,2,2,NA,10,8,NA,NA,1,1,1,99,1,99,1
"3519","80","799","27862","007","010","27862007010",3,4,140,3,4,180,1,"Đài thơm 8",8,5,NA,3,2,NA,2,NA,3,3,1,2,2,2,NA,11,8,NA,NA,1,1,2,2,1,2,1
"3520","80","799","27862","007","012","27862007012",3,4,140,3,4,180,1,"Nếp 4625",7,5,NA,3,2,NA,2,NA,3,3,1,2,2,2,NA,8,8,NA,NA,1,1,1,2,2,2,1
"3521","80","802","27940","022","009","27940022009",3,1,0.01,10,4,0.2,1,"om 18",2,1,NA,3,5,"xả nước vào ruộng",2,NA,0,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,99,99,99,1
"3522","80","803","28018","010","007","28018010007",1,4,20,99,NA,NA,3,"ST25",3,2,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,10,1,NA,NA,2,1,2,2,2,2,1
"3523","80","803","28021","018","015","28021018015",1,4,12,5,4,15,1,"ST24",4,2,NA,1,3,NA,2,2,2,3,1,2,2,2,NA,5,8,NA,NA,1,1,2,2,1,2,1
"3524","80","803","28024","012","011","28024012011",1,4,17,5,4,20,2,"Nàng Thơm",2,2,NA,2,3,NA,2,2,2,2,1,2,2,2,NA,5,8,NA,NA,1,1,99,99,99,99,1
"3525","80","805","28075","004","012","28075004012",1,1,96,5,1,160,1,"nàng hoa",5,3,NA,3,4,NA,1,2,6,3,1,2,2,2,NA,15,2,NA,NA,2,1,2,2,2,2,1
"3526","80","805","28075","004","014","28075004014",1,4,12,6,4,18,1,"NVT",3,2,NA,3,4,NA,2,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,1
"3527","80","807","28189","007","003","28189007003",1,1,0.5,99,NA,NA,1,"Tài Nguyên",2,0,2,2,3,NA,99,2,1,3,1,2,2,2,NA,6,8,NA,NA,1,1,2,2,2,2,1
"3528","80","807","28189","007","004","28189007004",1,1,50,10,1,50,1,"Tài Nguyên",2,2,NA,3,5,"nước mưa",99,NA,0,3,1,2,2,2,NA,5,8,NA,NA,1,1,2,2,2,2,1
"3529","80","807","28189","007","011","28189007011",1,1,0.3,5,1,60,2,"tài nguyên",2,0,2,2,3,NA,2,2,0,3,1,2,2,2,NA,6,8,NA,NA,1,1,99,99,2,2,1
"3530","82","824","28702","009","003","28702009003",2,4,20,2,4,20,1,"ST25",5,2,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,99,1
"3531","82","824","28702","009","006","28702009006",1,4,18,1,4,20,1,"ST25",5,4,NA,4,3,NA,2,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,4,2,1,2,2,1
"3532","82","824","28702","009","007","28702009007",3,4,18,2,4,18,1,"Nàng Hoa",7,5,NA,4,3,NA,2,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,4,99,1,1,99,1
"3533","82","824","28702","009","013","28702009013",1,4,18,1,4,18,1,"ST25",6,2,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,99,2,99,1
"3534","82","816","28708","030","002","28708030002",1,4,29.33,3,4,29.33,3,"nàng hoa tiên",5,3,NA,3,3,NA,2,2,0,3,1,2,2,2,NA,4,2,NA,NA,2,1,2,2,2,2,1
"3535","82","816","28708","030","006","28708030006",1,4,26.6,2,4,26.6,3,"nàng hoa",3,2,NA,3,3,NA,2,2,0,3,1,2,2,2,NA,10,2,NA,NA,2,1,2,2,2,2,1
"3536","82","816","28708","030","007","28708030007",1,4,25,3,4,25,1,"5451",5,3,NA,3,3,NA,2,2,0,3,1,1,2,2,NA,10,2,NA,NA,2,1,2,2,2,2,1
"3537","82","816","28708","030","009","28708030009",1,4,26.67,1,4,26.67,1,"nàng hoa",4,3,NA,4,4,NA,2,2,0,3,1,2,2,2,NA,9,2,NA,NA,2,1,2,2,2,2,1
"3538","82","816","28708","030","010","28708030010",1,4,22.6,3,4,22.6,1,"OM 4900",5,5,NA,4,3,NA,2,2,0,3,1,2,2,2,NA,3,2,NA,NA,2,1,2,2,2,2,1
"3539","82","816","28708","030","012","28708030012",1,4,20,3,4,20,1,"nàng hoa tiên",4,2,NA,3,3,NA,2,2,0,3,1,1,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3540","82","816","28708","030","013","28708030013",1,4,20,3,4,20,1,"nàng hoa tiên",3,1,NA,3,3,NA,2,2,0,3,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3541","82","816","28708","030","014","28708030014",1,4,32,4,4,32,1,"nàng hoa tiên",5,3,NA,4,3,NA,2,2,0,3,1,2,2,2,NA,5,2,NA,NA,2,2,2,2,2,2,1
"3542","82","816","28729","001","005","28729001005",1,4,18,25,NA,NA,1,"ST24",5,3,NA,4,3,NA,2,2,0,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,1
"3543","82","816","28729","001","012","28729001012",1,4,20,10,4,22,1,"Đài Thơm 8",5,3,NA,4,3,NA,2,2,0,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,1
"3544","82","816","28729","001","013","28729001013",1,4,16.7,3,4,16.7,1,"5451",4,3,NA,3,3,NA,2,2,0,3,1,2,2,2,NA,3,8,NA,NA,1,1,2,2,2,2,1
"3545","83","834","28987","002","001","28987002001",1,4,12,5,4,12,3,"O C10",6,4,NA,4,3,NA,2,2,0,2,1,2,2,2,NA,8,8,NA,NA,2,2,2,2,1,2,1
"3546","83","834","28987","002","011","28987002011",2,4,10,8,4,10,2,"nàng hoa chín",6,2,NA,4,3,NA,2,2,0,2,1,2,2,2,NA,5,8,NA,NA,1,1,2,2,2,2,1
"3547","83","834","29032","011","002","29032011002",1,4,15,2,4,15,3,"OC 10",6,4,NA,3,3,NA,2,2,0,2,1,2,2,2,NA,2,1,NA,NA,2,2,2,2,1,2,1
"3548","83","834","29032","011","006","29032011006",1,4,13,6,4,13,3,"OC 10",3,2,NA,4,3,NA,2,2,0,2,1,2,2,2,NA,3,1,NA,NA,2,2,2,2,1,2,1
"3549","83","836","29152","014","002","29152014002",1,4,20,10,4,18,2,"OC10",4,2,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,5,2,NA,NA,1,2,99,99,99,99,1
"3550","83","836","29152","014","004","29152014004",2,4,18,5,4,20,3,"oc10",4,2,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,5,8,NA,NA,1,4,99,99,2,2,1
"3551","83","836","29152","014","005","29152014005",1,4,12,5,4,20,1,"UC10",3,2,NA,4,3,NA,2,2,2,3,1,2,2,2,NA,4,3,NA,NA,2,2,1,2,1,2,1
"3552","83","836","29152","014","006","29152014006",1,4,18,10,4,20,3,"oc10",2,1,NA,3,4,NA,2,2,2,3,1,1,2,2,NA,5,2,NA,NA,2,2,99,99,2,2,1
"3553","83","836","29152","014","010","29152014010",1,4,36,10,4,20,3,"om",3,2,NA,3,3,NA,99,2,2,3,1,2,2,2,NA,5,3,NA,NA,2,2,99,99,2,99,1
"3554","83","836","29152","014","011","29152014011",1,1,20,35,NA,NA,3,"OC 10",3,1,NA,3,3,NA,2,2,0,3,1,1,2,2,NA,6,8,NA,NA,1,4,2,2,2,2,1
"3555","83","836","29152","014","014","29152014014",1,4,10,3,4,20,1,"UC10",3,2,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,3,3,NA,NA,2,2,1,2,1,2,1
"3556","83","836","29173","009","004","29173009004",1,4,18,6,4,20,2,"OC10",4,2,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,5,2,NA,NA,1,2,99,99,99,99,1
"3557","83","836","29173","009","010","29173009010",1,4,15,20,NA,NA,2,"oc10",3,2,NA,4,3,NA,99,2,2,3,1,1,2,2,NA,6,2,NA,NA,2,2,99,99,99,2,1
"3558","83","837","29200","007","002","29200007002",1,4,20,70,NA,NA,2,"Một bụi đỏ",0,0,2,2,3,NA,2,2,2,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3559","83","837","29200","007","003","29200007003",5,4,15,10,4,20,3,"nang keo",0,0,2,3,5,"thuy triêu",2,NA,0,3,2,2,1,2,NA,NA,3,NA,NA,2,2,2,99,2,99,1
"3560","83","837","29200","007","004","29200007004",5,4,20,3,4,20,3,"bụi đỏ",0,0,1,3,5,"Không tưới",2,NA,1,2,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"3561","83","837","29200","007","009","29200007009",1,4,10,3,4,10,3,"oc10",0,0,1,2,5,"Nước ngập tự nhiên",2,NA,2,2,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"3562","83","837","29200","007","010","29200007010",1,4,40,20,NA,NA,3,"nang keo",0,0,2,3,5,"thuy triêu",2,NA,0,3,2,2,1,2,NA,NA,3,NA,NA,2,2,1,99,99,99,1
"3563","83","837","29200","007","011","29200007011",1,4,10,2,4,10,3,"tép hành",0,0,1,2,5,"Nước ngập tự nhiên",2,NA,1,2,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"3564","83","837","29200","007","012","29200007012",1,4,10,18,4,10,1,"một bụi đỏ",2,0,2,2,3,NA,2,2,2,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3565","84","842","29260","015","001","29260015001",1,4,20,5,4,20,3,"OM5454",3,2,NA,3,1,NA,99,NA,0,3,2,2,1,2,NA,NA,8,NA,NA,1,1,2,99,99,99,1
"3566","84","842","29260","015","003","29260015003",1,4,20,99,NA,NA,1,"OM, 5451",8,2,NA,4,3,NA,99,2,0,2,1,2,2,2,NA,20,8,NA,NA,1,1,99,99,2,99,1
"3567","84","842","29260","015","006","29260015006",1,4,20,99,NA,NA,1,"5451",3,2,NA,3,3,NA,2,2,0,2,1,2,2,2,NA,10,8,NA,NA,1,1,99,99,99,2,1
"3568","84","844","29278","019","001","29278019001",1,4,18,5,4,18,1,"202",5,5,NA,4,5,"nước kênh",2,NA,3,3,1,1,2,2,NA,12,8,NA,NA,1,2,1,99,1,2,1
"3569","84","844","29278","019","002","29278019002",1,4,18,3,4,18,1,"ML202",5,4,NA,3,1,NA,2,NA,0,3,1,2,2,2,NA,12,8,NA,NA,1,1,2,2,2,2,1
"3570","84","844","29278","019","003","29278019003",1,4,20,8,4,20,2,"ML202",5,4,NA,3,4,NA,99,2,0,1,1,2,2,2,NA,8,8,NA,NA,1,2,99,99,99,99,1
"3571","84","844","29278","019","005","29278019005",1,4,13,3,4,13,1,"Dài thơm 8",5,4,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,12,8,NA,NA,1,1,2,2,1,2,1
"3572","84","844","29278","019","006","29278019006",1,4,15,10,4,15,1,"ML202",4,3,NA,3,1,NA,99,NA,1,3,1,2,2,2,NA,12,8,NA,NA,1,1,99,99,99,99,1
"3573","84","844","29278","019","007","29278019007",1,4,20,3,4,20,1,"ML202",4,3,NA,3,1,NA,99,NA,2,3,1,2,2,2,NA,8,8,NA,NA,1,1,2,2,2,2,1
"3574","84","844","29278","019","009","29278019009",1,4,20,2,4,20,2,"Ml202",4,4,NA,2,4,NA,99,2,3,1,1,2,2,2,NA,8,8,NA,NA,2,1,99,99,99,99,1
"3575","84","844","29278","019","011","29278019011",2,4,16,6,4,20,1,"ml202",5,4,NA,3,4,NA,99,2,0,1,1,2,2,2,NA,8,8,NA,NA,1,2,99,99,99,99,1
"3576","84","844","29278","019","013","29278019013",1,4,20,6,4,20,2,"ml202",4,2,NA,2,4,NA,99,2,5,1,1,2,2,2,NA,8,8,NA,NA,2,1,99,99,99,99,1
"3577","84","844","29278","019","014","29278019014",1,4,15,7,4,15,1,"ML 202",6,5,NA,2,1,NA,99,NA,1,3,1,2,2,2,NA,12,8,NA,NA,1,1,2,2,2,2,1
"3578","84","844","29278","019","015","29278019015",1,4,17,7,4,17,1,"siêu hột tròn",6,4,NA,4,4,NA,2,2,6,3,1,1,2,2,NA,12,8,NA,NA,1,2,1,1,1,1,1
"3579","84","844","29302","014","003","29302014003",1,4,20,2,4,20,1,"ML202",5,4,NA,2,1,NA,99,NA,0,3,1,2,2,2,NA,12,8,NA,NA,1,1,99,99,99,99,1
"3580","84","844","29302","014","010","29302014010",1,4,16,3,4,16,1,"OM18",7,6,NA,3,3,NA,99,2,1,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,1
"3581","84","844","29302","014","011","29302014011",1,4,20,99,NA,NA,1,"OM18",3,3,NA,2,4,NA,2,2,3,3,1,2,2,2,NA,8,8,NA,NA,1,1,2,2,2,2,1
"3582","84","846","29350","003","001","29350003001",1,4,18,10,4,22,1,"ML 202",4,4,NA,3,3,NA,2,2,4,3,1,2,2,2,NA,12,8,NA,NA,1,1,2,2,2,2,1
"3583","84","846","29350","003","004","29350003004",1,4,18,10,4,22,1,"Đài thơm 8",5,5,NA,3,3,NA,2,2,5,3,1,2,2,2,NA,13,8,NA,NA,1,1,2,2,2,2,1
"3584","84","846","29350","003","007","29350003007",1,4,20,1,4,20,1,"VNR20",8,6,NA,5,2,NA,2,NA,2,3,1,1,2,2,NA,15,8,NA,NA,1,1,1,1,2,99,1
"3585","84","846","29350","003","013","29350003013",1,4,15,1,4,15,3,"ML202",6,6,NA,4,3,NA,2,2,2,3,1,2,2,2,NA,10,2,NA,NA,1,1,2,2,2,2,1
"3586","84","846","29350","003","014","29350003014",1,4,15,1,4,20,3,"ml202",4,4,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,1
"3587","84","846","29350","003","015","29350003015",1,4,20,5,4,50,1,"om18",4,4,NA,4,3,NA,2,2,2,3,1,2,2,2,NA,5,8,NA,NA,1,1,2,2,2,2,1
"3588","84","847","29401","018","002","29401018002",1,4,20,99,NA,NA,2,"hàm châu",4,4,NA,3,3,NA,2,2,2,3,1,2,2,2,NA,10,1,NA,NA,2,1,2,99,99,99,1
"3589","84","847","29401","018","003","29401018003",1,4,15,2,4,12,1,"0m5451",3,1,NA,2,4,NA,2,2,1,3,1,2,2,2,NA,10,1,NA,NA,1,1,2,99,2,2,1
"3590","84","847","29401","018","008","29401018008",1,4,20,99,NA,NA,2,"siêu hàm trâu",3,3,NA,3,4,NA,2,2,2,3,1,1,2,2,NA,10,8,NA,NA,2,4,2,1,1,99,1
"3591","84","847","29401","018","009","29401018009",1,4,20,99,NA,NA,2,"siêu ham trâu",3,1,NA,3,3,NA,2,2,3,3,1,1,2,2,NA,10,1,NA,NA,2,4,1,1,1,1,1
"3592","84","847","29401","018","013","29401018013",1,4,20,99,NA,NA,2,"siêu hàm trâu",3,1,NA,3,3,NA,2,2,3,3,1,1,2,2,NA,10,1,NA,NA,2,4,1,1,1,2,1
"3593","84","847","29401","018","014","29401018014",1,4,20,99,NA,NA,2,"giống St 24",3,3,NA,3,4,NA,99,2,0,3,1,1,2,2,NA,5,8,NA,NA,1,1,1,1,1,1,1
"3594","84","848","29458","001","002","29458001002",99,4,10,99,NA,NA,3,"jj",2,1,NA,4,3,NA,2,2,0,2,1,2,2,2,NA,3,8,NA,NA,1,1,2,99,99,99,1
"3595","84","848","29458","001","005","29458001005",1,4,10,99,NA,NA,99,"không trồng",0,0,2,0,4,NA,99,2,0,2,1,2,2,2,NA,8,2,NA,NA,2,1,1,99,1,99,1
"3596","84","848","29458","001","008","29458001008",1,4,20,0,4,20,1,"OM18",0,0,2,0,4,NA,2,2,2,3,1,2,2,2,NA,10,2,NA,NA,2,2,2,2,2,2,1
"3597","84","848","29458","001","009","29458001009",99,4,50,99,NA,NA,1,"OM5451",2,1,NA,2,3,NA,2,2,0,3,1,2,2,2,NA,5,1,NA,NA,1,1,1,2,1,2,1
"3598","84","849","29473","011","015","29473011015",1,4,20,1,4,20,3,"OM576",4,2,NA,4,3,NA,2,2,2,3,1,2,2,2,NA,10,9,NA,NA,NA,NA,2,99,2,2,1
"3599","86","858","29656","004","001","29656004001",1,4,25,2,4,30,1,"Giống ML202",4,2,NA,4,5,"nước dở nắp quạt tự vô",2,NA,2,3,1,2,2,2,NA,7,2,NA,NA,2,2,1,1,2,99,1
"3600","86","858","29656","004","003","29656004003",1,4,16,12,4,16,1,"ML202",5,3,NA,4,5,"Không phải bơm",1,NA,2,2,1,2,2,2,NA,15,8,NA,NA,1,4,1,1,1,99,1
"3601","86","858","29656","004","004","29656004004",1,4,30,2,4,30,1,"Giống Lúa ML202",4,2,NA,3,5,"Lấy nước từ kênh rạch vào",2,NA,2,3,1,2,2,2,NA,8,2,NA,NA,2,2,1,2,1,2,1
"3602","86","858","29656","004","005","29656004005",1,4,26,1,4,20,3,"ML 202",4,3,NA,4,5,"Lấy từ kênh rạch vào",2,NA,2,2,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,1,99,1
"3603","86","858","29656","004","006","29656004006",1,4,23,1,4,20,3,"Lúa dài hàm trâu nghé 102",5,3,NA,4,5,"Lấy nước từ kênh rạch",2,NA,3,3,1,2,2,2,NA,10,2,NA,NA,2,4,2,1,1,99,1
"3604","86","858","29656","004","007","29656004007",1,4,22,2,4,30,1,"giống ML202",4,2,NA,3,5,"móc kinh dẫn nước vào ruộng",1,NA,2,3,1,2,2,2,NA,10,2,NA,NA,2,2,1,2,2,2,1
"3605","86","858","29656","004","008","29656004008",1,4,16,5,4,20,1,"Đài Thơm 8",6,4,NA,4,5,"Lấy từ kênh rạch",2,NA,2,2,1,2,2,2,NA,13,8,NA,NA,1,4,1,1,1,2,1
"3606","86","858","29656","004","010","29656004010",1,4,20,5,4,23,1,"Lúa gà 202",4,3,NA,4,5,"Lấy từ kênh rạch",2,NA,2,3,1,2,2,2,NA,8,3,NA,NA,2,1,1,1,1,99,1
"3607","86","858","29656","004","011","29656004011",1,4,20,99,NA,NA,1,"ML202",4,2,NA,8,5,"không bơm",1,NA,2,3,1,2,2,2,NA,20,8,NA,NA,1,4,99,99,2,99,1
"3608","86","858","29656","004","012","29656004012",1,4,20,99,NA,NA,3,"ML202",5,3,NA,6,5,"Không bơm",1,NA,2,3,1,2,2,2,NA,20,8,NA,NA,1,4,2,99,2,99,1
"3609","86","861","29813","009","003","29813009003",1,4,18,1,4,18,1,"ML202",5,2,NA,3,3,NA,99,2,2,3,1,2,2,2,NA,10,8,NA,NA,1,4,2,2,2,2,1
"3610","86","861","29813","009","010","29813009010",1,4,20,99,NA,NA,1,"IR 5404",6,3,NA,3,5,"nuoc lap quat tu vo",2,NA,2,2,1,2,2,2,NA,5,8,NA,NA,1,1,2,99,1,99,1
"3611","87","866","29884","005","001","29884005001",3,5,20,5,99,0,1,"OM18",6,4,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,15,8,NA,NA,1,1,99,99,99,99,1
"3612","87","866","29884","005","005","29884005005",3,4,18,2,4,18,1,"om 18",7,4,NA,2,1,NA,2,NA,5,3,1,2,2,2,NA,10,1,NA,NA,1,1,2,2,2,2,1
"3613","87","866","29884","005","007","29884005007",3,4,14,14,4,15,1,"om 18",5,3,NA,4,1,NA,2,NA,3,3,1,2,2,2,NA,12,8,NA,NA,1,1,2,2,1,2,1
"3614","87","866","29884","005","009","29884005009",2,4,260,99,NA,NA,1,"OM",6,6,NA,3,1,NA,99,NA,0,3,1,2,2,2,NA,5,8,NA,NA,1,4,99,99,99,99,1
"3615","87","866","29884","005","012","29884005012",1,5,25,6,5,22,1,"Om18",7,4,NA,3,1,NA,2,NA,4,3,1,2,2,2,NA,15,1,NA,NA,1,1,1,2,1,99,1
"3616","87","866","29884","005","013","29884005013",3,4,20,25,NA,NA,1,"om 18",7,4,NA,3,1,NA,2,NA,5,3,1,2,2,2,NA,12,1,NA,NA,1,1,1,2,1,2,1
"3617","87","866","29884","005","015","29884005015",2,5,22,20,NA,NA,1,"OM18",5,3,NA,3,1,NA,2,NA,3,3,1,2,2,2,NA,12,1,NA,NA,1,1,2,1,1,99,1
"3618","87","869","29926","012","001","29926012001",3,5,23,5,5,28,2,"om 4900",6,4,NA,4,5,"tư nhân",2,NA,4,3,1,2,2,2,NA,8,8,NA,NA,1,1,2,2,2,2,1
"3619","87","869","29926","012","003","29926012003",1,5,21,5,5,25,1,"om 4900",6,4,NA,5,5,"tư nhân",2,NA,3,3,1,2,2,2,NA,8,8,NA,NA,1,1,2,2,2,2,1
"3620","87","869","29926","012","004","29926012004",3,5,22,6,5,25,2,"om 4900",6,4,NA,5,5,"tư nhân",2,NA,4,3,1,2,2,2,NA,9,8,NA,NA,1,1,2,2,2,2,1
"3621","87","869","29926","012","010","29926012010",1,4,20,99,NA,NA,2,"OM18",4,3,NA,4,2,NA,2,NA,0,3,1,2,2,2,NA,2,1,NA,NA,1,1,2,99,99,99,1
"3622","87","869","29926","012","012","29926012012",3,5,20,2,5,24,1,"Nếp long an",6,4,NA,4,5,"tư nhâb",2,NA,3,3,1,2,2,2,NA,8,8,NA,NA,1,1,2,2,2,2,1
"3623","87","868","29986","007","001","29986007001",2,5,20,1,5,20,1,"Đài thơm 8",5,4,NA,3,3,NA,2,2,1,3,1,2,2,2,NA,12,8,NA,NA,1,1,1,1,1,99,1
